"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"24","08","LSRC","M240821","","","","","24","08","LSRC","M240821","","","24","08","21","4","0","AM","05","2","2","0","0","","FLINT","29","26","50","4","1","008","R","Y112","2","2991","7","Y","C33","1","","2","DCLX","007582","036","N","","","000","N","1","0","0","0","0","0","0","0","0","0","19","0","17","0","0","0","0","0","0","0","220000","0","H302","","0","0","0","0","H302","2","1","008","220000","","26C049","0","000000","0","1","0","1","1","07","","07","","1","4","","3","","","","1104","","2024","0","0","0","0","0","0","GENESEE","049","","","","N","2080","1","WHILE THE 112 WAS SWITCHING CARS IN COLDWATER YARD IN FLINT, A MISHAP OCCURRED INVOLVING SEVERAL RAI","L CARS BEING INVOLVED IN A SIDESWIPE.  THE INCIDENT BEGAN WHEN THE TILX 283037 WAS KICKED INTO C33 T","RACK ALONGSIDE THE CTCX 303135.  UNFORTUNATELY, THESE  CARS WERE LEFT FOUL OF THE SWITCHING LEAD, PO","SITIONED ONE CAR LENGTH NORTH OF THE CLEARANCE MARKER.  THE CREW, OPERATING A SINGLE LOCOMOTIVE LSRC","6436, WAS HANDLING 36 CARS WHEN THEY ATTEMPTED TO SHOVE SOUTH ON THE SWITCHING LEAD PAST THE CARS L","EFT FOULING IT.  AS THE LOCOMOTIVE AND CARS WERE SHOVING SOUTH, A SIDESWIPE COLLISION OCCURRED.  THE","FIRST CAR IMPACTED WAS THE DCLX 7582, WHICH AD THE CONDUCTOR RIDING ON ITS POINT, OPPOSITE SIDE OF","THE IMPACT.  AFTER THIS INITIAL CONTACT, THE CONDUCTOR QUICKLY ORDERED THE ENGINEER TO STOP THE MOVE","MENT.  HOWEVER, BEFORE THE TRAIN COULD COME TO A COMPLETE HALT, TWO MORE CARS WERE INVOLVED IN THE C","OLLISION, THE GATX 75404 AND THE LSRC 8501.  IN TOTAL FOUR CARS WERE DAMAGED, THE TILX 283037 LEFT I","N THE FOULED IN C33 AND THE DCLX 7582, GATX 75404 AND LSRC 8501 THAT WERE ON THE SWITCHING LEAD CONS","IST.","","","","0","43.085931","-83.677375","2","5","K","","","SAGINAW",
"24","05","MDDE","050124","","","","","24","05","MDDE","050124","","","24","05","01","10","40","AM","13","0","0","0","0","","FEDERALSBURG","10","24","75","2","1","000","","FU-1","4","0","1","Y","KPAC IND","2","","3","FBOX","505661","006","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","H999","","0","1","0","1","H999","3","2","000","0","","24C011","0","000000","0","1","","1","1","03","40","03","40","1","2","","Cl","","","","113","","2024","0","0","0","0","0","0","CAROLINE","011","","","","N","400","1","CLIMBED ONTO FREIGHT CAR ATTEMPTING TO REMOVE HANDBRAKE AND LOST GRIP,FALLING TO GROUND WHICH CAUSED","BROKEN WRIST","","","","","","","","","","","","","","0","38.686632","-75.782167","2","5","L","","","SYSTEM",
"24","04","MACZ","179430","","","","","24","04","ATK","179476","","","24","04","17","7","22","PM","09","0","0","0","0","","MIDDLE RIVER","84.9","24","66","3","1","058","R","642","1","0","3","Y","TRACK A","3","11.4","1","MD","000086","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","1","0","0","0","398467","0","M503","","0","0","0","0","M503","1","3","058","398467","","24C005","0","000000","0","1","0","1","2","09","59","09","59","2","2","","No","","","","196","","2024","0","0","0","0","0","0","BALTIMORE","005","","","","Y","666","1","DEBRIS STRIKE: WHILE OPERATING 642 THE ENGINEER CAME INTO CONTACT WITH AN OBSTRUCTION LAID IN THE GA","UGE OF THE TRACK BY A TRESPASSER AROUND MP 84.9 ON A TRACK JUST SOUTH OF MARTIN AIRPORT STATION.","","","","","","","","","","","","","","0","39.3336","-76.43626","1","1","J","Q","","NORTHEAST CORRIDOR",
"24","04","ATK","179476","24","04","MACZ","179430","24","04","ATK","179476","","","24","04","17","5","22","PM","09","0","0","0","0","","MIDDLE RIVER","0084.9","24","66","3","1","000","","","","0","","","TRACK A","2","11.4","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M503","","0","0","0","0","M503","1","3","058","398467","","24C005","0","000000","0","0","0","0","0","","","","","1","2","","6","","","","180","","2024","0","0","0","0","0","0","BALTIMORE","005","","","","","","","WHILE OPERATING 642 THE ENGINEER CAME INTO CONTACT WITH AN OBSTRUCTION LAID IN THE GAUGE OF THE TRAC","K BY A TRESPASSER AOUND MP 84.9 ON A TRACK JUST SOUTH OF MARTIN AIRPORT STATION.","","","","","","","","","","","","","","","39.3336","-76.43626","1","1","J","Q","","NORTHEAST CORRIDOR",
"24","06","UP","0624GC004","","","","","24","06","UP","0624GC004","","","24","06","03","12","34","PM","12","0","0","0","0","","LOTTIE","112.52","22","85","2","2","002","E","","1","59","5","N","YARD 001","1","","2","CW","202411","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","M411","","0","0","0","0","M411","2","1","008","13668","","22C077","0","000000","0","0","0","0","0","","","","","1","5","","CL","","","","184","","2024","0","0","0","0","0","0","POINTE COUPEE","077","","","","N","66","0","LLM30R-01, BYPASS COUPLER DAMAGED FOUND IN BOWL TRACK 01 ON CAR SSW87891, WITH MATE CAR CW202411. NO","TRACK DAMAGE AND NO DERAILMENT. CARS WERE PLACED INTO TRACK 500 FOR CAR DEPARTMENT.","","","","","","","","","","","","","","0","30.525665","-91.555987","2","5","L","","","LIVONIA SUB",
"24","06","UP","0624GC010","","","","","24","06","UP","0624GC010","","","24","06","10","2","30","AM","12","0","0","0","0","","LOTTIE","112.25","22","76","4","1","004","E","LLM3","1","2536","7","Y","YARD 019","1","","2","DOWX","066687","003","Y","","","000","","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","28198","0","M408","","0","0","0","0","M408","2","1","007","28726","","22C077","0","000000","0","1","0","0","0","03","30","","","3","5","","CL","","","","181","","2024","0","0","0","0","0","0","POINTE COUPEE","077","","","","N","1589","1","DURING HUMPING OPERATIONS, THE CONDUCTOR ON THE LLM3OR-09 WAS HUMPING LOADED SIT CARS INTO TRACK 18","THAT ROLLED OUT AND SIDESWIPED CARS BEING PULLED OUT OF TRACK 19 ON THE UTR35-09.","","","","","","","","","","","","","","1","30.523196","-91.552559","2","5","L","","","LIVONIA SUB",
"24","06","UP","0624GC010","","","","","24","06","UP","0624GC010","","","24","06","10","2","30","AM","12","2","0","0","0","","LOTTIE","112.25","22","76","4","1","007","E","UTR3","2","2620","7","Y","YARD 019","1","","2","CHTT","723799","035","N","","","000","","2","0","0","0","0","0","0","0","0","0","13","0","28","0","0","0","0","1","0","0","528","0","M408","","0","0","0","0","M408","2","1","007","28726","","22C077","0","000000","0","1","0","0","0","03","30","","","1","5","","CL","","","","181","","2024","0","0","0","0","0","0","POINTE COUPEE","077","","","","N","2309","1","DURING HUMPING OPERATIONS, THE CONDUCTOR ON THE LLM3OR-09 WAS HUMPING LOADED SIT CARS INTO TRACK 18","THAT ROLLED OUT AND SIDESWIPED CARS BEING PULLED OUT OF TRACK 19 ON THE UTR35-09.","","","","","","","","","","","","","","1","30.523196","-91.552559","2","5","L","","","LIVONIA SUB",
"24","06","UP","0624GC017","","","","","24","06","UP","0624GC017","","","24","06","16","11","45","PM","12","0","0","0","0","","LOTTIE","112.0","22","76","4","1","002","E","UTR2","2","0","8","Y","YARD 106","1","","2","UPY","000305","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123","0","H306","","0","0","0","0","H306","2","1","003","212616","","22C077","0","000000","0","1","0","0","0","03","18","","","3","5","","CL","","","","205","","2024","0","0","0","0","0","0","POINTE COUPEE","077","00","00","","N","72","1","UTR31-16 SHOVING 308 ON THE OLD WAY COMING OFF THE WEST LEAD WHILE UTR25-16 WAS COMING OUT THE DEPAR","TURE YARD DOWN THE NEW WAY TO THE WEST LEAD AND RAN INTO THE SIDE OF THE UTR31, CAUSING 5 CARS TO DE","RAIL.","","","","","","","","","","","","","1","30.521261","-91.548889","2","5","L","","","LIVONIA SUB",
"24","06","UP","0624GC017","","","","","24","06","UP","0624GC017","","","24","06","16","11","45","PM","12","3","3","0","0","","LOTTIE","112.0","22","76","4","1","003","E","UTR3","1","3479","7","Y","YARD 106","1","","2","CTCX","733382","019","N","","","000","","2","0","0","0","0","0","0","0","0","0","10","0","60","0","0","0","0","5","0","0","138065","74428","H306","","0","0","0","0","H306","2","1","003","212616","","22C077","0","000000","0","1","0","0","0","01","15","","","1","5","","CL","","","","205","","2024","0","0","0","0","0","0","POINTE COUPEE","077","00","00","","N","4333","1","UTR31-16 SHOVING 308 ON THE OLD WAY COMING OFF THE WEST LEAD WHILE UTR25-16 WAS COMING OUT THE DEPAR","TURE YARD DOWN THE NEW WAY TO THE WEST LEAD AND RAN INTO THE SIDE OF THE UTR31, CAUSING 5 CARS TO DE","RAIL.","","","","","","","","","","","","","1","30.521261","-91.548889","2","5","L","","","LIVONIA SUB",
"24","05","WIRS","240526001","","","","","24","05","WIRS","240526001","","","24","05","26","11","30","AM","12","0","0","0","0","","PLAQUEMINE","1","22","85","2","1","000","R","PLQC","1","542","6","N","873 LEAD","X","","2","CCBX","060623","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","9080","0","H301","","0","0","0","0","H301","2","X","003","48116","","22C047","0","000000","0","0","0","0","0","","","","","1","5","","0","","","","802","","2024","0","0","0","0","0","0","IBERVILLE","047","","","","N","372","1","THE CONDUCTOR WAS PULLING TRACK 869 OUT ON THE EAST END BUT THERE WAS NOT ENOUGH ROOM TO PULL THE WH","OLE TRACK OUT LIKE HE INTENDED BECAUSE OF THE GATE. HE DECIDED TO SHOVE THE TRAIN BACK AND COME OFF","WITH 15 CARS. THE CONDUCTOR DID NOT SHOVE THE CARS ALL THE WAY BACK IN THE TRACK, HE DECIDED TO LEAV","E THE CARS ON THE LEAD. HE THEN SEPARATED FROM THE BOTTOM 6 CARS AND LEFT THEM ON THE LEAD, PULLING","BACK TO CLEAR THE SWITCH AND A PEDESTRIAN CROSSING BUT DID NOT REALIZE THAT HE LEFT THE CARS FOULING","ON THE LEAD. AFTER THROWING THE SWITCH, THE CONDUCTOR VERBALLY HANDED THE TRAIN OVER TO HIS TRAINEE","WHO BEGAN COUNTING THE CARS DOWN TO A COUPLE. THE FIRST FOUR CARS OF THE STRING BEING SHOVED SIDE S","WIPED THE CAR HEAD OUT THAT WAS LEFT FOULING ON THE LEAD. NO CARS DERAILED, NO HAZMAT AND NO INJURIE","S.","","","","","","","0","30.324441","-91.250189","2","5","K","","","SYSTEM",
"24","05","WIRS","240526001","","","","","24","05","WIRS","240526001","","","24","05","26","11","30","AM","12","0","0","0","0","","PLAQUEMINE","1","22","85","2","1","003","R","PLQC","1","1795","7","Y","864 LEAD","X","","2","CCBX","071039","016","Y","","","000","","1","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","39036","0","H301","","0","0","0","0","H301","2","X","003","48116","","22C047","0","000000","0","1","0","1","2","06","30","06","30","3","5","","0","","","","802","","2024","0","0","0","0","0","0","IBERVILLE","047","","","","N","931","1","THE CONDUCTOR WAS PULLING TRACK 869 OUT ON THE EAST END BUT THERE WAS NOT ENOUGH ROOM TO PULL THE WH","OLE TRACK OUT LIKE HE INTENDED BECAUSE OF THE GATE. HE DECIDED TO SHOVE THE TRAIN BACK AND COME OFF","WITH 15 CARS. THE CONDUCTOR DID NOT SHOVE THE CARS ALL THE WAY BACK IN THE TRACK, HE DECIDED TO LEAV","E THE CARS ON THE LEAD. HE THEN SEPARATED FROM THE BOTTOM 6 CARS AND LEFT THEM ON THE LEAD, PULLING","BACK TO CLEAR THE SWITCH AND A PEDESTRIAN CROSSING BUT DID NOT REALIZE THAT HE LEFT THE CARS FOULING","ON THE LEAD. AFTER THROWING THE SWITCH, THE CONDUCTOR VERBALLY HANDED THE TRAIN OVER TO HIS TRAINEE","WHO BEGAN COUNTING THE CARS DOWN TO A COUPLE. THE FIRST FOUR CARS OF THE STRING BEING SHOVED SIDE S","WIPED THE CAR HEAD OUT THAT WAS LEFT FOULING ON THE LEAD. NO CARS DERAILED, NO HAZMAT AND NO INJURIE","S.","","","","","","","0","30.324441","-91.250189","2","5","K","","","SYSTEM",
"24","07","CSX","000219046","","","","","24","07","CSX","000219046","","","24","07","02","4","15","PM","12","0","0","0","0","","MATTAWAMKEAG","0001.0","23","81","3","1","002","E","L072","4","5010","1","Y","TRACK 5","1","0000.0","2","MEC","000383","003","N","","","000","","4","0","0","0","0","0","0","0","0","0","38","0","5","0","0","0","0","0","0","0","2500","0","H018","","0","0","0","0","H018","2","1","003","28643","","23C019","0","000000","0","1","0","1","0","03","15","03","15","3","1","","1","","","","478","","2024","0","0","0","0","0","0","PENOBSCOT","019","00","00","","N","2580","1","L072 HAD AHOLD OF TRACK 5 AT MATTAWAMKEAG YARD.  THE CONDUCTOR RELEASED THE HAND BRAKES ON THE ADJAC","ENT TRACK 3 BEFORE INSTRUCTING THE ENGINEER TO HAUL TRACK 5 WEST.  AS THE TRAIN WAS HAULING WEST, TR","ACK 3 BEGAN TO ROLL AND THE WEST CAR ROLLED INTO THE SIDE OF MEC 383 CAUSING THE UCRY300198 TO ROLL","ON ITS SIDE. THE A END TRUCK CAME OUT FROM UNDER THE CAR AND RUPTURED THE FUEL TANK ON THE MEC383.","AS THE UCRY 300198 ROLLED IT CAUSED THE TR 150221 TO DE-TRUCK ON THE WEST END.","","","","","","","","","","","0","45.508939","-68.356683","2","5","","","","NON SUBDIVISION",
"24","07","CSX","000219046","","","","","24","07","CSX","000219046","","","24","07","02","4","15","PM","12","0","0","0","0","","MATTAWAMKEAG","0001.0","23","81","3","1","003","E","","4","0","6","N","TRACK 3","1","0000.0","2","UCRY","300198","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","34","0","5","0","0","2","0","0","0","0","23188","2955","H018","","0","0","0","0","H018","2","1","003","28643","","23C019","0","000000","0","0","0","0","0","","","","","1","1","","1","","","","478","","2024","0","0","0","0","0","0","PENOBSCOT","019","00","00","","N","2340","0","L072 HAD AHOLD OF TRACK 5 AT MATTAWAMKEAG YARD.  THE CONDUCTOR RELEASED THE HAND BRAKES ON THE ADJAC","ENT TRACK 3 BEFORE INSTRUCTING THE ENGINEER TO HAUL TRACK 5 WEST.  AS THE TRAIN WAS HAULING WEST, TR","ACK 3 BEGAN TO ROLL AND THE WEST CAR ROLLED INTO THE SIDE OF MEC 383 CAUSING THE UCRY300198 TO ROLL","ON ITS SIDE. THE A END TRUCK CAME OUT FROM UNDER THE CAR AND RUPTURED THE FUEL TANK ON THE MEC383.","AS THE UCRY 300198 ROLLED IT CAUSED THE TR 150221 TO DE-TRUCK ON THE WEST END.","","","","","","","","","","","0","45.508939","-68.356683","2","5","","","","NON SUBDIVISION",
"24","01","MNR","807367","","","","","24","01","MNR","807367","","","24","01","17","2","25","PM","01","0","0","0","0","","VAN BUREN","22.7","23","12","2","1","006","E","JOB","1","847","7","Y","TRACK 1","1","1986","2","UNPX","173080","006","Y","","","000","N","2","0","0","0","0","0","0","0","0","0","7","0","0","0","0","3","0","0","0","0","7859","15033","T110","","0","0","0","0","T110","2","1","006","22892","","23C003","0","000000","0","1","0","2","0","08","25","08","25","1","1","","3","","","","281","","2024","0","0","0","0","0","0","AROOSTOOK","003","","","","N","626","1","TRAIN CREW WERE SHOVING SOUTHWARD INTO TRACK 1 IN VAN BUREN YARD WHEN THE CONDUCTOR NOTICED 3 CAR LO","ADS OF LOGS APPEARED TO BE OFF THE TRACK.  THE CONDUCTOR WALKED BACK TO FIND 3 (UNPX 173080, EMRY 17","3112 AND EMRY 173069) HAD DROPPED BETWEEN THE RAILS ON TRACK 1 DUE TO WIDE GAUGE.","","","","","","","","","","","","","0","47.172707","-67.944804","2","5","","","","VAN BUREN",
"24","07","MNR","884755","","","","","24","07","MNR","884755","","","24","07","26","2","46","PM","01","0","0","0","0","","SHERMAN MILLS","121.5","23","77","2","1","021","R","901","1","4198","1","Y","MAINLINE","3","1986","1","HZGX","009992","022","N","","","000","N","3","0","0","0","0","0","0","0","0","0","5","0","106","0","0","0","0","5","0","0","6863","6647","H607","","0","0","0","0","H607","1","3","021","13510","","23C003","0","000000","0","1","0","1","0","08","46","08","46","1","1","","3","","","","245","","2024","0","0","0","0","0","0","AROOSTOOK","003","","","","N","7052","2","CREW WAS PROCEEDING NORTHWARD WITH 5/106.  CREW WAS GOING OVER THE A 10 MILE AN HOUR SLOW ORDER AT E","XCESSIVE SPEED AND WHEN THEY SET THE BRAKE TO SLOW THE TRAIN, 5 CARS (HZGX 9992, 9216, 9193, 8668, 8","702) 22ND TO 26TH FROM THE HEAD END DERAILED.","","","","","","","","","","","","","0","45.818233","-68.498029","2","2","P","","","MADAWASKA",
"24","04","MCRL","MC240423A","","","","","24","04","MCRL","MC240423A","","","24","04","23","5","53","PM","13","0","0","0","0","","NEW BEDFORD","28.19","25","50","2","1","010","E","MC4-","2","260","1","Y","SINGLE MAIN TRACK","1",".32226","1","MC","002014","001","Y","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","2525","37693","M599","","0","0","0","0","M599","1","1","010","40218","","25C005","0","000000","0","2","0","1","1","03","53","03","53","1","1","","Cl","","","","309","","2024","0","0","0","0","0","0","BRISTOL","005","","","","N","380","3","A LOCAL UTILITY COMPANY WAS STRINGING COMMUNICATION WIRES OVER THE TRACK NEAR THE HIGHWAY-RAIL GRADE","CROSSING.  THE HORN OF THE FIRST LOCOMOTIVE OF A SOUTHBOUND TRAIN SNAGGED THE WIRES, PULLING THEM D","OWN.  THE WIRES THEN SNAGGED THE ADJACENT CROSSING SIGNALS/GATES, PULLING THEM OVER.  THERE WERE NO","INJURIES.","","","","","","","","","","","","0","41.679711","-70.940407","2","2","P","","","NEW BEDFORD SUB",
"24","03","BEAR","BER737524A","24","03","MBTA","2024049","24","03","BEAR","BER737524A","","","24","03","15","6","35","AM","05","0","0","0","0","","LEOMINSTER","326.5","25","37","1","4","000","","EDSA","3","4735","1","Y","MAIN #1","","314.28","1","RKBX","240326","037","N","","","000","","3","0","0","0","0","0","0","0","0","0","15","0","37","0","0","0","0","0","0","0","0","0","M505","","0","0","0","0","M505","1","","000","0","","25C027","0","000000","0","1","0","1","0","06","","06","","1","1","","0","","","","207","","2024","0","0","0","0","0","0","WORCESTER","027","","","","N","9408","1","EDSA14 ON MAIN #1 AT FITCHBURG STOPPED TO SET OFF 15 CARS TO FREIGHT MAIN WEST. T404 (KEOLIS) STRUCK","OPEN CONTAINER DOOR OF RKBX 240326 PASSING ON PARALLEL TRACK. MBTA ESTIMATES $15,359 IN EQUIPMENT D","AMAGES.","","","","","","","","","","","","","0","42.556206","-71.751892","1","1","","","","FML",
"24","02","PW","PWR715724D","","","","","24","02","PW","PWR715724D","","","24","02","27","7","10","PM","01","0","0","0","0","","WORCESTER","70","25","50","4","2","007","R","WOGR","2","1084","7","Y","WYE","1","","2","TTGX","704394","012","Y","CNA","712642","013","Y","3","0","0","0","0","0","0","0","0","0","15","0","0","0","0","5","0","0","0","0","15605","510","E44C","","0","0","0","0","E44C","2","1","007","16115","","25C027","0","000000","0","1","0","1","0","02","10","02","10","1","1","","Cl","","","","196","","2024","0","0","0","0","0","0","WORCESTER","027","","","","N","1410","1","WOGR WAS PULLING SOUTH AROUND THE WYE WITH 3 LOCOMOTIVES AND 15 LOADS WHEN THE 9TH THROUGH 13TH HEAD","CARS DERAILED AFTER THE B-END OF THE CNA 712642 CLIMBED THE RAIL DUE TO A BROKEN TRUCK BOLSTER.","","","","","","","","","","","","","","0","42.248353","-71.811231","2","5","","","","NORWICH",
"24","03","PW","PWR737324O","24","03","CSX","000216732","24","03","PW","PWR737324O","","","24","03","15","3","9","AM","01","0","0","0","0","","WORCESTER","69","25","45","4","1","000","","","2","0","","","2 HILL","1","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86820","H503","","0","0","0","0","T111","2","1","007","113416","","25C027","0","000000","0","","","","","","","","","2","1","","Cl","","","","166","","2024","0","0","0","0","0","0","WORCESTER","027","","","","","","","CSXT M438 WAS SHOVING SOUTH FROM CSXT MAINLINE THROUGH CROSSOVERS ONTO 2 ON THE HILL WHEN THE SECOND","AND THIRD CARS DERAILED. CSX REPORTS $18,339 IN EQUIPMENT DAMAGE.","","","","","","","","","","","","","","","42.253439","-71.80785","2","5","","","","NORWICH",
"24","08","ATK","181450","","","","","24","08","CSX","000220548","","","24","08","05","8","50","AM","11","0","0","0","0","","NORTH BERWICK","50","23","0","2","1","075","E","682","1","0","2","Y","MAIN TRACK","5","0","1","AMT","000108","001","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","70443","0","M406","","0","0","0","0","M406","1","5","075","70443","","23C031","0","000000","0","0","0","0","0","02","40","02","40","2","1","","6","","","","169","","2024","0","0","0","0","0","0","YORK","031","","","","N","565","1","TRAIN 682(05) WITH E/108, E/85 AND 5 CARS REPORTED THAT E/108 WAS ON FIRE THE CREW WAS ATTEMPTING TO","PUT FIRE OUT BUT NOTABLE TO DO SO. THE CREW CUT AWAY FROM THE E/108.","","","","","","","","","","","","","","0","43.28489","-70.75517","1","1","","","","PORTLAND",
"24","03","MBTA","2024048","","","","","24","03","MBTA","2024048","","052366G","24","03","18","12","1","PM","07","0","0","0","0","","LITTLETON","31.5","25","42","2","1","039","R","414","3","0","B","Y","2","4","4.89","1","MBTA","001713","001","Y","","","000","N","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","60346","0","M303","","0","0","0","0","M303","1","4","039","60346","","25C017","0","000000","0","1","0","1","2","06","42","06","42","1","1","","6","","","","263","","2024","0","0","0","0","0","0","MIDDLESEX","017","00","00","","Y","497","1","TRAIN 414 WAS RUNNING EAST ON THE FRML NO. 2 TRACK APPROACHING KING ST CROSSING (MP31.50) ENGINEER N","OTICED THE TAIL END OF A TRAILER FOULING THE NO 2 TRACK AND MADE AN EMERGENCY BRAKE APPLICATION. TRA","IN  STRUCK THE REAR OF THE TRAILER AT KING ST XING. NO INJURIES","","","","","","","","","","","","","0","42.538149","-71.512283","1","1","B","J","G","SYSTEM",
"24","03","CSX","000216732","","","","","24","03","PW","PWR737324O","","","24","03","15","3","9","AM","01","0","0","0","0","","WORCESTER","0045.0","25","40","4","3","007","E","M438","2","6232","1","Y","HILL TRACK #2","1","0000.0","2","TTXX","971499","003","N","","","000","","3","0","0","0","0","0","0","0","0","0","55","0","12","0","0","2","0","0","0","0","26469","127","T111","","0","0","0","0","T111","2","1","007","113416","","25C027","0","000000","0","1","0","1","0","09","09","09","09","1","1","","1","","","","272","","2024","0","0","0","0","0","0","WORCESTER","027","","","","N","5227","1","R2 WHEEL ON 971599 DROPPED INTO THE GAGE WHILE M43814 CREW WAS SHOVING INTO PROVIDENCE AND WORCESTER","YARD ATTEMPTING TO DELIVER INTERCHANGE TO NORWICH 6 SOUTH.  P&W DAMAGES : $100,000.00 P&W LISTS THE","IR CAUSE CODE AS H503 BUFFING OR SLACK ACTION EXCESSIVE, TRAIN HANDLING.","","","","","","","","","","","","","0","42.253439","-71.80785","2","5","","","","BOSTON",
"24","02","MBTA","2024043","","","","","24","02","MBTA","2024043","","","24","02","27","2","3","PM","13","0","0","0","0","","ACTON","25.008","25","42","2","1","052","R","418","3","0","B","Y","2 FRML","4","4.89","1","MBTA","001714","001","Y","","","000","N","0","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","40459","0","M404","","0","0","0","0","M404","1","4","052","40459","","25C017","0","000000","0","1","0","1","1","01","38","01","38","1","1","","6","","","","152","","2024","0","0","0","0","0","0","MIDDLESEX","017","","","","Y","576","1","TRAIN 418 WAS TRAVELING EAST ON THE FRML WHEN THE ENGINEER SAW A TREE ON THE TRACKS. PLACED TRAIN IN","TO EMERGENCY AND STRUCK THE OBSTRUCTION. NO INJURIES","","","","","","","","","","","","","","0","42.463285","-71.466755","1","1","","","","SYSTEM",
"24","03","MBTA","2024049","24","03","BEAR","BER737524A","24","03","MBTA","2024049","","","24","03","15","6","35","AM","05","0","0","0","0","","LEOMINSTER","46.75","25","41","1","1","059","R","404","3","0","B","Y","2","4","4.89","1","MBTA","001704","001","Y","","","000","Y","0","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","15359","0","M404","","0","0","0","0","M404","1","4","059","15359","","25C027","0","000000","0","1","0","1","2","01","20","01","20","1","1","","6","","","","299","","2024","0","0","0","0","0","0","WORCESTER","027","","","","Y","575","1","KEOLIS TRAIN 404 RUNNING EAST ON THE FRML # 2 TRACK,  AT MP46.75  TRAIN 404 CAME ALONG SIDE A STOPPE","D FREIGHT ON THE # 1 TRACK. ONE OF CSX'S  INTER MODAL CARS CARRYING B&E FREIGHT EDSA,  HAD SOMETHING","HANGING FROM IT OUR TRAIN 404 STRUCK IT CAUSING DAMAGE TO OUR COACH 1704. ESTIMATED DAMAGE $ 15359","","","","","","","","","","","","","0","42.562166","-71.757174","1","1","B","J","G","SYSTEM",
